year_of_manufacture,vehicle_type,motive_power,no_vehicles,Year,File
1977,Non-freight-carrying vehicles,Diesel,33,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1978,Non-freight-carrying vehicles,Diesel,48,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1979,Non-freight-carrying vehicles,Diesel,48,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1980,Non-freight-carrying vehicles,Diesel,77,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1981,Non-freight-carrying vehicles,Diesel,75,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1982,Non-freight-carrying vehicles,Diesel,98,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1983,Non-freight-carrying vehicles,Diesel,88,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1984,Non-freight-carrying vehicles,Diesel,119,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1985,Non-freight-carrying vehicles,Diesel,171,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1986,Non-freight-carrying vehicles,Diesel,186,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1987,Non-freight-carrying vehicles,Diesel,238,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1988,Non-freight-carrying vehicles,Diesel,282,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1989,Non-freight-carrying vehicles,Diesel,256,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1990,Non-freight-carrying vehicles,Diesel,262,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1991,Non-freight-carrying vehicles,Diesel,250,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1992,Non-freight-carrying vehicles,Diesel,310,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1993,Non-freight-carrying vehicles,Diesel,254,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1994,Non-freight-carrying vehicles,Diesel,327,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1995,Non-freight-carrying vehicles,Diesel,376,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1996,Non-freight-carrying vehicles,Diesel,378,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1997,Non-freight-carrying vehicles,Diesel,364,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1998,Non-freight-carrying vehicles,Diesel,403,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1999,Non-freight-carrying vehicles,Diesel,502,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2000,Non-freight-carrying vehicles,Diesel,496,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2001,Non-freight-carrying vehicles,Diesel,515,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2002,Non-freight-carrying vehicles,Diesel,728,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2003,Non-freight-carrying vehicles,Diesel,609,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2004,Non-freight-carrying vehicles,Diesel,953,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2005,Non-freight-carrying vehicles,Diesel,1131,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2006,Non-freight-carrying vehicles,Diesel,1163,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2007,Non-freight-carrying vehicles,Diesel,1544,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Non-freight-carrying vehicles,Diesel,1343,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Non-freight-carrying vehicles,Diesel,1088,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Non-freight-carrying vehicles,Diesel,1407,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Non-freight-carrying vehicles,Diesel,1388,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Non-freight-carrying vehicles,Diesel,1621,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Non-freight-carrying vehicles,Diesel,1413,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Non-freight-carrying vehicles,Diesel,1584,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Non-freight-carrying vehicles,Diesel,1568,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Non-freight-carrying vehicles,Diesel,1390,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Non-freight-carrying vehicles,Diesel,1719,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Non-freight-carrying vehicles,Diesel,1790,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Non-freight-carrying vehicles,Diesel,1985,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Non-freight-carrying vehicles,Diesel,1677,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Non-freight-carrying vehicles,Diesel,1116,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2022,Non-freight-carrying vehicles,Diesel,10,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Non-freight-carrying vehicles,Diesel,51,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1912,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1913,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1933,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1934,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1935,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1936,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1937,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1938,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1939,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1940,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1941,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1942,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1943,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1944,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1945,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1946,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1947,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1948,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1949,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1950,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1951,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1952,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1953,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1954,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1955,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1956,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1957,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1958,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1959,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1960,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1961,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1962,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1963,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1964,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1965,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1966,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1967,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1968,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1969,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1970,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1971,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1972,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1973,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1974,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1975,Non-freight-carrying vehicles,Dual fuel,6,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1976,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1977,Non-freight-carrying vehicles,Dual fuel,6,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1978,Non-freight-carrying vehicles,Dual fuel,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1979,Non-freight-carrying vehicles,Dual fuel,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1980,Non-freight-carrying vehicles,Dual fuel,8,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1981,Non-freight-carrying vehicles,Dual fuel,7,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1982,Non-freight-carrying vehicles,Dual fuel,5,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1983,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1984,Non-freight-carrying vehicles,Dual fuel,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1985,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1986,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1987,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1988,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1989,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1990,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1991,Non-freight-carrying vehicles,Dual fuel,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1992,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1993,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1994,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1995,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1996,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1997,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1998,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1999,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2000,Non-freight-carrying vehicles,Dual fuel,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2001,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2002,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2003,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2004,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2005,Non-freight-carrying vehicles,Dual fuel,9,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2006,Non-freight-carrying vehicles,Dual fuel,6,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2007,Non-freight-carrying vehicles,Dual fuel,8,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Non-freight-carrying vehicles,Dual fuel,11,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Non-freight-carrying vehicles,Dual fuel,6,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Non-freight-carrying vehicles,Dual fuel,9,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Non-freight-carrying vehicles,Dual fuel,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Non-freight-carrying vehicles,Dual fuel,7,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Non-freight-carrying vehicles,Dual fuel,10,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Non-freight-carrying vehicles,Dual fuel,7,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Non-freight-carrying vehicles,Dual fuel,16,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Non-freight-carrying vehicles,Dual fuel,10,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Non-freight-carrying vehicles,Dual fuel,6,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Non-freight-carrying vehicles,Dual fuel,5,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Non-freight-carrying vehicles,Dual fuel,7,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2022,Non-freight-carrying vehicles,Dual fuel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Non-freight-carrying vehicles,Dual fuel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1912,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1913,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1933,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1934,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1935,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1936,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1937,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1938,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1939,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1940,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1941,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1942,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1943,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1944,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1945,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1946,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1947,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1948,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1949,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1950,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1951,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1952,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1953,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1954,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1955,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1956,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1957,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1958,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1959,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1960,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1961,Non-freight-carrying vehicles,Hybrid electric,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
